PURCHASEORDERID,HISTORY.CREATEDBY.EMPLOYEEID,HISTORY.CREATEDAT,HISTORY.CHANGEDBY.EMPLOYEEID,HISTORY.CHANGEDAT,NOTEID,PARTNER.PARTNERID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,APPROVALSTATUS,CONFIRMSTATUS,ORDERINGSTATUS,INVOICINGSTATUS
300000506,33,2015-05-20,33,2015-05-20,,100000003,EUR,6146.19,5164.87,981.32,N,I,I,I,I
300000507,33,2015-05-21,33,2015-05-21,,100000004,EUR,5720.31,4806.98,913.33,N,I,I,I,I
300000508,33,2015-05-22,33,2015-05-22,,100000009,EUR,4444.17,3734.6,709.57,P,I,C,I,I
300000509,33,2015-05-23,33,2015-05-23,,100000000,EUR,3453.38,2902,551.38,N,I,I,I,I
300000510,33,2015-05-24,33,2015-05-24,,100000002,EUR,8150.94,6849.53,1301.41,X,R,X,I,I
300000511,33,2015-05-25,33,2015-05-25,,100000004,EUR,3040.41,2554.97,485.44,R,R,X,I,I
300000512,33,2015-05-26,33,2015-05-26,,100000005,EUR,18986.39,15954.94,3031.45,P,A,S,I,I
300000513,33,2015-05-27,33,2015-05-27,,100000006,EUR,23408.49,19671,3737.49,R,R,X,I,I
300000514,33,2015-05-28,33,2015-05-28,,100000006,EUR,12515.23,10517,1998.23,P,A,S,I,I
300000515,33,2015-05-29,33,2015-05-29,,100000008,EUR,9971.01,8379,1592.01,R,R,X,I,I
300000516,33,2015-05-30,33,2015-05-30,,100000004,EUR,1829.01,1536.98,292.03,N,I,I,I,I
300000517,33,2015-05-31,33,2015-05-31,,100000005,EUR,5055.11,4247.99,807.12,P,I,C,I,I
300000518,33,2015-06-01,33,2015-06-01,,100000002,EUR,2510.26,2109.47,400.79,R,R,X,I,I
300000519,33,2015-06-02,33,2015-06-02,,100000009,EUR,3974.12,3339.6,634.52,C,A,S,I,D
300000520,33,2015-06-03,33,2015-06-03,,100000000,EUR,10329.2,8680,1649.2,R,R,X,I,I
300000521,33,2015-06-04,33,2015-06-04,,100000002,EUR,2153.64,1809.78,343.86,P,A,C,I,I
300000522,33,2015-06-05,33,2015-06-05,,100000006,EUR,14276.43,11997,2279.43,N,I,I,I,I
300000523,33,2015-06-06,33,2015-06-06,,100000008,EUR,3592.61,3019,573.61,P,I,S,I,I
300000524,33,2015-06-07,33,2015-06-07,,100000005,EUR,14640.47,12302.92,2337.55,N,I,I,I,I
300000525,33,2015-06-08,33,2015-06-08,,100000003,EUR,16748.33,14074.23,2674.1,P,I,S,I,I
300000526,33,2015-06-09,33,2015-06-09,,100000003,EUR,13053.03,10968.94,2084.09,X,R,X,I,I
300000527,33,2015-06-10,33,2015-06-10,,100000003,EUR,8555.55,7189.54,1366.01,P,A,S,I,I
300000528,33,2015-06-11,33,2015-06-11,,100000008,EUR,4977.77,4183,794.77,C,A,S,I,D
300000529,33,2015-06-12,33,2015-06-12,,100000004,EUR,3180.85,2672.98,507.87,N,I,I,I,I
300000530,33,2015-06-13,33,2015-06-13,,100000006,EUR,25366.04,21316,4050.04,P,I,C,I,I
300000531,33,2015-06-14,33,2015-06-14,,100000004,EUR,3470,2915.97,554.03,C,A,S,I,D
300000532,33,2015-06-15,33,2015-06-15,,100000006,EUR,23589.37,19823,3766.37,P,A,C,I,I
300000533,33,2015-06-16,33,2015-06-16,,100000009,EUR,4444.17,3734.6,709.57,N,I,I,I,I
300000534,33,2015-06-17,33,2015-06-17,,100000000,EUR,3453.38,2902,551.38,R,R,X,I,I
300000535,33,2015-06-18,33,2015-06-18,,100000002,EUR,8150.94,6849.53,1301.41,R,R,X,I,I
300000536,33,2015-06-19,33,2015-06-19,,100000003,EUR,4372.85,3674.67,698.18,R,R,X,I,I
300000537,33,2015-06-20,33,2015-06-20,,100000005,EUR,18986.39,15954.94,3031.45,X,R,X,I,I
300000538,33,2015-06-21,33,2015-06-21,,100000006,EUR,23408.49,19671,3737.49,R,R,X,I,I
300000539,33,2015-06-22,33,2015-06-22,,100000006,EUR,12515.23,10517,1998.23,C,A,S,I,D
300000540,33,2015-06-23,33,2015-06-23,,100000008,EUR,9971.01,8379,1592.01,P,I,S,I,I
300000541,33,2015-06-24,33,2015-06-24,,100000004,EUR,1829.01,1536.98,292.03,C,A,S,I,D
300000542,33,2015-06-25,33,2015-06-25,,100000002,EUR,3772.29,3169.99,602.3,N,I,I,I,I
300000543,33,2015-06-26,33,2015-06-26,,100000005,EUR,3729.42,3133.97,595.45,N,I,I,I,I
300000544,33,2015-06-27,33,2015-06-27,,100000009,EUR,4878.64,4099.7,778.94,R,R,X,I,I
300000545,33,2015-06-28,33,2015-06-28,,100000000,EUR,9222.5,7750,1472.5,R,R,X,I,I
300000546,33,2015-06-29,33,2015-06-29,,100000002,EUR,3986.25,3349.79,636.46,R,R,X,I,I
300000547,33,2015-06-30,33,2015-06-30,,100000008,EUR,3334.38,2802,532.38,P,I,S,I,I
300000548,33,2015-07-01,33,2015-07-01,,100000006,EUR,15898.4,13360,2538.4,R,R,X,I,I
300000549,33,2015-07-02,33,2015-07-02,,100000005,EUR,14320.39,12033.94,2286.45,R,R,X,I,I
300000550,33,2015-07-03,33,2015-07-03,,100000026,EUR,19189.94,16126,3063.94,C,A,S,I,D
300000551,33,2015-07-04,33,2015-07-04,,100000025,EUR,327367.81,275099,52268.81,R,R,X,I,I
300000552,33,2015-07-05,33,2015-07-05,,100000022,EUR,21399.77,17983,3416.77,R,R,X,I,I
300000553,33,2015-07-06,33,2015-07-06,,100000024,EUR,72391.27,60833,11558.27,N,I,I,I,I
300000554,33,2015-07-07,33,2015-07-07,,100000024,EUR,125233.22,105238,19995.22,P,I,C,I,I
300000555,33,2015-07-08,33,2015-07-08,,100000021,EUR,11030.11,9269,1761.11,P,I,C,I,I
300000556,33,2015-07-09,33,2015-07-09,,100000023,EUR,35817.81,30099,5718.81,C,A,S,I,D
300000557,33,2015-07-10,33,2015-07-10,,100000019,EUR,5488.28,4612,876.28,C,A,S,I,D
300000558,33,2015-07-11,33,2015-07-11,,100000026,EUR,12195.12,10248,1947.12,C,A,S,I,D
300000559,33,2015-07-12,33,2015-07-12,,100000026,EUR,3505.74,2946,559.74,R,R,X,I,I
300000560,33,2015-07-13,33,2015-07-13,,100000025,EUR,297553.55,250045,47508.55,C,A,S,I,D
300000561,33,2015-07-14,33,2015-07-14,,100000019,EUR,2898.84,2436,462.84,C,A,S,I,D
300000562,33,2015-07-15,33,2015-07-15,,100000022,EUR,27716.29,23291,4425.29,C,A,S,I,D
300000563,33,2015-07-16,33,2015-07-16,,100000024,EUR,143791.27,120833,22958.27,R,R,X,I,I
300000564,33,2015-07-17,33,2015-07-17,,100000024,EUR,107524.83,90357,17167.83,X,R,X,I,I
300000565,33,2015-07-18,33,2015-07-18,,100000021,EUR,14147.91,11889,2258.91,R,R,X,I,I
300000566,33,2015-07-19,33,2015-07-19,,100000019,EUR,1652.91,1389,263.91,P,A,C,I,I
300000567,33,2015-07-20,33,2015-07-20,,100000022,EUR,5911.92,4968,943.92,X,R,X,I,I
300000568,33,2015-07-21,33,2015-07-21,,100000025,EUR,148792.84,125036,23756.84,N,I,I,I,I
300000569,33,2015-07-22,33,2015-07-22,,100000026,EUR,5283.6,4440,843.6,R,R,X,I,I
300000570,33,2015-07-23,33,2015-07-23,,100000026,EUR,13964.65,11735,2229.65,N,I,I,I,I
300000571,33,2015-07-24,33,2015-07-24,,100000025,EUR,119010.71,100009,19001.71,C,A,S,I,D
300000572,33,2015-07-25,33,2015-07-25,,100000024,EUR,53974.83,45357,8617.83,X,R,X,I,I
300000573,33,2015-07-26,33,2015-07-26,,100000021,EUR,7676.69,6451,1225.69,P,I,S,I,I
300000574,33,2015-07-27,33,2015-07-27,,100000022,EUR,22006.67,18493,3513.67,X,R,X,I,I
300000575,33,2015-07-28,33,2015-07-28,,100000023,EUR,66745.91,56089,10656.91,N,I,I,I,I
300000576,33,2015-07-29,33,2015-07-29,,100000023,EUR,66745.91,56089,10656.91,P,A,S,I,I
300000577,33,2015-07-30,33,2015-07-30,,100000023,EUR,42474.67,35693,6781.67,P,I,C,I,I
300000578,33,2015-07-31,33,2015-07-31,,100000021,EUR,10558.87,8873,1685.87,R,R,X,I,I
300000579,33,2015-08-01,33,2015-08-01,,100000019,EUR,3525.97,2963,562.97,X,R,X,I,I
300000580,33,2015-08-02,33,2015-08-02,,100000024,EUR,143791.27,120833,22958.27,R,R,X,I,I
300000581,33,2015-08-03,33,2015-08-03,,100000019,EUR,2801.26,2354,447.26,R,R,X,I,I
300000582,33,2015-08-04,33,2015-08-04,,100000024,EUR,143791.27,120833,22958.27,N,I,I,I,I
300000583,33,2015-08-05,33,2015-08-05,,100000026,EUR,8739.36,7344,1395.36,P,I,S,I,I
300000584,33,2015-08-06,33,2015-08-06,,100000026,EUR,6961.5,5850,1111.5,C,A,S,I,D
300000585,33,2015-08-07,33,2015-08-07,,100000025,EUR,148857.1,125090,23767.1,C,A,S,I,D
300000586,33,2015-08-08,33,2015-08-08,,100000023,EUR,24271.24,20396,3875.24,C,A,S,I,D
300000587,33,2015-08-09,33,2015-08-09,,100000022,EUR,30368.8,25520,4848.8,C,A,S,I,D
300000588,33,2015-08-10,33,2015-08-10,,100000024,EUR,126082.88,105952,20130.88,X,R,X,I,I
300000589,33,2015-08-11,33,2015-08-11,,100000024,EUR,54399.66,45714,8685.66,C,A,S,I,D
300000590,33,2015-08-12,33,2015-08-12,,100000021,EUR,15471.19,13001,2470.19,X,R,X,I,I
300000591,33,2015-08-13,33,2015-08-13,,100000019,EUR,1970.64,1656,314.64,P,A,S,I,I
300000592,33,2015-08-14,33,2015-08-14,,100000025,EUR,29771.42,25018,4753.42,P,I,C,I,I
300000593,33,2015-08-15,33,2015-08-15,,100000022,EUR,12430.74,10446,1984.74,N,I,I,I,I
300000594,33,2015-08-16,33,2015-08-16,,100000026,EUR,12186.79,10241,1945.79,P,A,C,I,I
300000595,33,2015-08-17,33,2015-08-17,,100000026,EUR,13964.65,11735,2229.65,P,I,S,I,I
300000596,33,2015-08-18,33,2015-08-18,,100000025,EUR,119010.71,100009,19001.71,R,R,X,I,I
300000597,33,2015-08-19,33,2015-08-19,,100000021,EUR,4676.7,3930,746.7,C,A,S,I,D
300000598,33,2015-08-20,33,2015-08-20,,100000024,EUR,89816.44,75476,14340.44,P,A,C,I,I
300000599,33,2015-08-21,33,2015-08-21,,100000022,EUR,30166.5,25350,4816.5,R,R,X,I,I
300000600,33,2015-08-22,33,2015-08-22,,100000012,EUR,12209.4,10260,1949.4,P,A,S,I,I
300000601,33,2015-08-23,33,2015-08-23,,100000011,EUR,8491.12,7135.4,1355.72,C,A,S,I,D
300000602,33,2015-08-24,33,2015-08-24,,100000015,EUR,2346.68,1972,374.68,X,R,X,I,I
300000603,33,2015-08-25,33,2015-08-25,,100000013,EUR,5933.58,4986.2,947.38,P,A,C,I,I
300000604,33,2015-08-26,33,2015-08-26,,100000013,EUR,5928.1,4981.6,946.5,P,A,S,I,I
300000605,33,2015-08-27,33,2015-08-27,,100000014,EUR,9080.89,7631,1449.89,C,A,S,I,D
300000606,33,2015-08-28,33,2015-08-28,,100000016,EUR,10253.04,8616,1637.04,C,A,S,I,D
300000607,33,2015-08-29,33,2015-08-29,,100000017,EUR,7275.66,6114,1161.66,X,R,X,I,I
300000608,33,2015-08-30,33,2015-08-30,,100000018,EUR,4551.75,3825,726.75,N,I,I,I,I
300000609,33,2015-08-31,33,2015-08-31,,100000012,EUR,3148.74,2646,502.74,X,R,X,I,I
300000610,33,2015-09-01,33,2015-09-01,,100000011,EUR,4955.51,4164.3,791.21,R,R,X,I,I
300000611,33,2015-09-02,33,2015-09-02,,100000017,EUR,4131.68,3472,659.68,N,I,I,I,I
300000612,33,2015-09-03,33,2015-09-03,,100000015,EUR,3420.06,2874,546.06,P,A,S,I,I
300000613,33,2015-09-04,33,2015-09-04,,100000013,EUR,9608.29,8074.2,1534.09,R,R,X,I,I
300000614,33,2015-09-05,33,2015-09-05,,100000013,EUR,6536.55,5492.9,1043.65,X,R,X,I,I
300000615,33,2015-09-06,33,2015-09-06,,100000014,EUR,10980.13,9227,1753.13,P,A,C,I,I
300000616,33,2015-09-07,33,2015-09-07,,100000017,EUR,3996.02,3358,638.02,X,R,X,I,I
300000617,33,2015-09-08,33,2015-09-08,,100000015,EUR,49.98,42,7.98,C,A,S,I,D
300000618,33,2015-09-09,33,2015-09-09,,100000011,EUR,2343.94,1969.7,374.24,P,A,C,I,I
300000619,33,2015-09-10,33,2015-09-10,,100000018,EUR,2595.39,2181,414.39,C,A,S,I,D
300000620,33,2015-09-11,33,2015-09-11,,100000012,EUR,9107.07,7653,1454.07,P,A,C,I,I
300000621,33,2015-09-12,33,2015-09-12,,100000011,EUR,1514.63,1272.8,241.83,P,A,S,I,I
300000622,33,2015-09-13,33,2015-09-13,,100000013,EUR,4288.64,3603.9,684.74,N,I,I,I,I
300000623,33,2015-09-14,33,2015-09-14,,100000014,EUR,4272.1,3590,682.1,P,A,S,I,I
300000624,33,2015-09-15,33,2015-09-15,,100000015,EUR,2446.64,2056,390.64,P,A,C,I,I
300000625,33,2015-09-16,33,2015-09-16,,100000016,EUR,19189.94,16126,3063.94,N,I,I,I,I
300000626,33,2015-09-17,33,2015-09-17,,100000016,EUR,19189.94,16126,3063.94,N,I,I,I,I
300000627,33,2015-09-18,33,2015-09-18,,100000016,EUR,12211.78,10262,1949.78,P,I,C,I,I
300000628,33,2015-09-19,33,2015-09-19,,100000014,EUR,8752.45,7355,1397.45,N,I,I,I,I
300000629,33,2015-09-20,33,2015-09-20,,100000017,EUR,2291.94,1926,365.94,N,I,I,I,I
300000630,33,2015-09-21,33,2015-09-21,,100000013,EUR,11640.81,9782.2,1858.61,X,R,X,I,I
300000631,33,2015-09-22,33,2015-09-22,,100000017,EUR,5971.42,5018,953.42,N,I,I,I,I
300000632,33,2015-09-23,33,2015-09-23,,100000013,EUR,9401.11,7900.1,1501.01,R,R,X,I,I
300000633,33,2015-09-24,33,2015-09-24,,100000018,EUR,3573.57,3003,570.57,X,R,X,I,I
300000634,33,2015-09-25,33,2015-09-25,,100000012,EUR,3148.74,2646,502.74,N,I,I,I,I
300000635,33,2015-09-26,33,2015-09-26,,100000011,EUR,7783.31,6540.6,1242.71,N,I,I,I,I
300000636,33,2015-09-27,33,2015-09-27,,100000016,EUR,6978.16,5864,1114.16,N,I,I,I,I
300000637,33,2015-09-28,33,2015-09-28,,100000015,EUR,3420.06,2874,546.06,R,R,X,I,I
300000638,33,2015-09-29,33,2015-09-29,,100000013,EUR,9608.29,8074.2,1534.09,P,A,C,I,I
300000639,33,2015-09-30,33,2015-09-30,,100000013,EUR,6536.55,5492.9,1043.65,R,R,X,I,I
300000640,33,2015-10-01,33,2015-10-01,,100000014,EUR,10980.13,9227,1753.13,R,R,X,I,I
300000641,33,2015-10-02,33,2015-10-02,,100000017,EUR,3996.02,3358,638.02,N,I,I,I,I
300000642,33,2015-10-03,33,2015-10-03,,100000011,EUR,1909.83,1604.9,304.93,R,R,X,I,I
300000643,33,2015-10-04,33,2015-10-04,,100000015,EUR,2708.44,2276,432.44,N,I,I,I,I
300000644,33,2015-10-05,33,2015-10-05,,100000018,EUR,2990.47,2513,477.47,X,R,X,I,I
300000645,33,2015-10-06,33,2015-10-06,,100000012,EUR,9399.81,7899,1500.81,N,I,I,I,I
300000646,33,2015-10-07,33,2015-10-07,,100000011,EUR,2191.74,1841.8,349.94,X,R,X,I,I
300000647,33,2015-10-08,33,2015-10-08,,100000014,EUR,6379.59,5361,1018.59,R,R,X,I,I
300000648,33,2015-10-09,33,2015-10-09,,100000013,EUR,4704.66,3953.5,751.16,R,R,X,I,I
300000649,33,2015-10-10,33,2015-10-10,,100000015,EUR,3320.1,2790,530.1,C,A,S,I,D
300000650,33,2015-10-11,33,2015-10-11,,100000028,EUR,11951.17,10043,1908.17,N,I,I,I,I
300000651,33,2015-10-12,33,2015-10-12,,100000030,EUR,19844.44,16676,3168.44,C,A,S,I,D
300000652,33,2015-10-13,33,2015-10-13,,100000031,EUR,6676.5,5610.5,1066,C,A,S,I,D
300000653,33,2015-10-14,33,2015-10-14,,100000032,EUR,4589.84,3857,732.84,C,A,S,I,D
300000654,33,2015-10-15,33,2015-10-15,,100000032,EUR,1335.78,1122.5,213.28,P,I,S,I,I
300000655,33,2015-10-16,33,2015-10-16,,100000033,EUR,1552.36,1304.5,247.86,P,A,C,I,I
300000656,33,2015-10-17,33,2015-10-17,,100000034,EUR,5854.8,4920,934.8,X,R,X,I,I
300000657,33,2015-10-18,33,2015-10-18,,100000035,EUR,1123.71,944.3,179.41,X,R,X,I,I
300000658,33,2015-10-19,33,2015-10-19,,100000027,EUR,7225.68,6072,1153.68,N,I,I,I,I
300000659,33,2015-10-20,33,2015-10-20,,100000028,EUR,4312.56,3624,688.56,C,A,S,I,D
300000660,33,2015-10-21,33,2015-10-21,,100000030,EUR,9174.9,7710,1464.9,P,A,S,I,I
300000661,33,2015-10-22,33,2015-10-22,,100000035,EUR,604.04,507.6,96.44,R,R,X,I,I
300000662,33,2015-10-23,33,2015-10-23,,100000031,EUR,9534.88,8012.5,1522.38,P,I,S,I,I
300000663,33,2015-10-24,33,2015-10-24,,100000032,EUR,4606.5,3871,735.5,P,I,S,I,I
300000664,33,2015-10-25,33,2015-10-25,,100000032,EUR,1984.93,1668,316.93,N,I,I,I,I
300000665,33,2015-10-26,33,2015-10-26,,100000033,EUR,1941.5,1631.5,310,P,A,C,I,I
300000666,33,2015-10-27,33,2015-10-27,,100000035,EUR,404.12,339.6,64.52,X,R,X,I,I
300000667,33,2015-10-28,33,2015-10-28,,100000031,EUR,956.76,804,152.76,X,R,X,I,I
300000668,33,2015-10-29,33,2015-10-29,,100000030,EUR,7247.1,6090,1157.1,P,A,C,I,I
300000669,33,2015-10-30,33,2015-10-30,,100000027,EUR,12880.56,10824,2056.56,P,I,S,I,I
300000670,33,2015-10-31,33,2015-10-31,,100000028,EUR,9761.57,8203,1558.57,N,I,I,I,I
300000671,33,2015-11-01,33,2015-11-01,,100000030,EUR,1896.86,1594,302.86,X,R,X,I,I
300000672,33,2015-11-02,33,2015-11-02,,100000032,EUR,1972.43,1657.5,314.93,R,R,X,I,I
300000673,33,2015-11-03,33,2015-11-03,,100000033,EUR,782.43,657.5,124.93,P,I,S,I,I
300000674,33,2015-11-04,33,2015-11-04,,100000031,EUR,9528.94,8007.5,1521.44,P,A,S,I,I
300000675,33,2015-11-05,33,2015-11-05,,100000034,EUR,12042.8,10120,1922.8,X,R,X,I,I
300000676,33,2015-11-06,33,2015-11-06,,100000034,EUR,12042.8,10120,1922.8,C,A,S,I,D
300000677,33,2015-11-07,33,2015-11-07,,100000034,EUR,7663.6,6440,1223.6,N,I,I,I,I
300000678,33,2015-11-08,33,2015-11-08,,100000033,EUR,790.77,664.5,126.27,P,A,S,I,I
300000679,33,2015-11-09,33,2015-11-09,,100000035,EUR,635.22,533.8,101.42,P,I,C,I,I
300000680,33,2015-11-10,33,2015-11-10,,100000032,EUR,4606.5,3871,735.5,C,A,S,I,D
300000681,33,2015-11-11,33,2015-11-11,,100000035,EUR,484.21,406.9,77.31,R,R,X,I,I
300000682,33,2015-11-12,33,2015-11-12,,100000032,EUR,4606.5,3871,735.5,N,I,I,I,I
300000683,33,2015-11-13,33,2015-11-13,,100000027,EUR,10053.12,8448,1605.12,C,A,S,I,D
300000684,33,2015-11-14,33,2015-11-14,,100000028,EUR,2206.26,1854,352.26,N,I,I,I,I
300000685,33,2015-11-15,33,2015-11-15,,100000030,EUR,17885.7,15030,2855.7,X,R,X,I,I
300000686,33,2015-11-16,33,2015-11-16,,100000034,EUR,4379.2,3680,699.2,X,R,X,I,I
300000687,33,2015-11-17,33,2015-11-17,,100000031,EUR,8587.05,7216,1371.05,C,A,S,I,D
300000688,33,2015-11-18,33,2015-11-18,,100000032,EUR,5255.64,4416.5,839.14,R,R,X,I,I
300000689,33,2015-11-19,33,2015-11-19,,100000032,EUR,3932.37,3304.5,627.87,N,I,I,I,I
300000690,33,2015-11-20,33,2015-11-20,,100000033,EUR,1755.26,1475,280.26,R,R,X,I,I
300000691,33,2015-11-21,33,2015-11-21,,100000035,EUR,350.93,294.9,56.03,P,A,S,I,I
300000692,33,2015-11-22,33,2015-11-22,,100000030,EUR,3577.14,3006,571.14,C,A,S,I,D
300000693,33,2015-11-23,33,2015-11-23,,100000031,EUR,4765.96,4005,760.96,C,A,S,I,D
300000694,33,2015-11-24,33,2015-11-24,,100000027,EUR,5798.87,4873,925.87,C,A,S,I,D
300000695,33,2015-11-25,33,2015-11-25,,100000028,EUR,9761.57,8203,1558.57,R,R,X,I,I
300000696,33,2015-11-26,33,2015-11-26,,100000030,EUR,1896.86,1594,302.86,X,R,X,I,I
300000697,33,2015-11-27,33,2015-11-27,,100000033,EUR,583.7,490.5,93.2,R,R,X,I,I
300000698,33,2015-11-28,33,2015-11-28,,100000032,EUR,2634.07,2213.5,420.57,N,I,I,I,I
300000699,33,2015-11-29,33,2015-11-29,,100000031,EUR,7636.24,6417,1219.24,P,A,S,I,I
300000700,33,2015-11-30,33,2015-11-30,,100000044,EUR,11689.24,9822.89,1866.35,N,I,I,I,I
300000701,33,2015-12-01,33,2015-12-01,,100000036,EUR,4983.37,4187.7,795.67,C,A,S,I,D
300000702,33,2015-12-02,33,2015-12-02,,100000038,EUR,724.71,609,115.71,R,R,X,I,I
300000703,33,2015-12-03,33,2015-12-03,,100000037,EUR,1872.82,1573.8,299.02,C,A,S,I,D
300000704,33,2015-12-04,33,2015-12-04,,100000037,EUR,1240.46,1042.4,198.06,P,A,C,I,I
300000705,33,2015-12-05,33,2015-12-05,,100000042,EUR,12794.88,10752,2042.88,N,I,I,I,I
300000706,33,2015-12-06,33,2015-12-06,,100000044,EUR,1294.71,1087.99,206.72,C,A,S,I,D
300000707,33,2015-12-07,33,2015-12-07,,100000041,EUR,2645.37,2223,422.37,X,R,X,I,I
300000708,33,2015-12-08,33,2015-12-08,,100000043,EUR,16526.72,13888,2638.72,C,A,S,I,D
300000709,33,2015-12-09,33,2015-12-09,,100000044,EUR,4157.82,3493.96,663.86,R,R,X,I,I
300000710,33,2015-12-10,33,2015-12-10,,100000036,EUR,2751.29,2312,439.29,P,I,S,I,I
300000711,33,2015-12-11,33,2015-12-11,,100000041,EUR,1423.24,1196,227.24,N,I,I,I,I
300000712,33,2015-12-12,33,2015-12-12,,100000038,EUR,1006.74,846,160.74,P,I,S,I,I
300000713,33,2015-12-13,33,2015-12-13,,100000037,EUR,2354.54,1978.6,375.94,R,R,X,I,I
300000714,33,2015-12-14,33,2015-12-14,,100000037,EUR,1318.76,1108.2,210.56,P,A,S,I,I
300000715,33,2015-12-15,33,2015-12-15,,100000042,EUR,16148.3,13570,2578.3,N,I,I,I,I
300000716,33,2015-12-16,33,2015-12-16,,100000041,EUR,959.14,806,153.14,P,I,C,I,I
300000717,33,2015-12-17,33,2015-12-17,,100000038,EUR,132.09,111,21.09,N,I,I,I,I
300000718,33,2015-12-18,33,2015-12-18,,100000036,EUR,1909.36,1604.5,304.86,R,R,X,I,I
300000719,33,2015-12-19,33,2015-12-19,,100000043,EUR,12623.52,10608,2015.52,X,R,X,I,I
300000720,33,2015-12-20,33,2015-12-20,,100000044,EUR,9517.53,7997.91,1519.62,P,A,C,I,I
300000721,33,2015-12-21,33,2015-12-21,,100000036,EUR,744.71,625.8,118.91,P,A,C,I,I
300000722,33,2015-12-22,33,2015-12-22,,100000037,EUR,957.47,804.6,152.87,P,A,C,I,I
300000723,33,2015-12-23,33,2015-12-23,,100000042,EUR,7325.64,6156,1169.64,C,A,S,I,D
300000724,33,2015-12-24,33,2015-12-24,,100000038,EUR,949.62,798,151.62,P,I,S,I,I
300000725,33,2015-12-25,33,2015-12-25,,100000044,EUR,11689.25,9822.89,1866.36,R,R,X,I,I
300000726,33,2015-12-26,33,2015-12-26,,100000044,EUR,11689.24,9822.89,1866.35,X,R,X,I,I
300000727,33,2015-12-27,33,2015-12-27,,100000044,EUR,7438.62,6250.93,1187.69,R,R,X,I,I
300000728,33,2015-12-28,33,2015-12-28,,100000042,EUR,8563.24,7196,1367.24,R,R,X,I,I
300000729,33,2015-12-29,33,2015-12-29,,100000041,EUR,1485.12,1248,237.12,R,R,X,I,I
300000730,33,2015-12-30,33,2015-12-30,,100000037,EUR,2354.54,1978.6,375.94,P,A,C,I,I
300000731,33,2015-12-31,33,2015-12-31,,100000041,EUR,1129.31,949,180.31,R,R,X,I,I
300000732,33,2015-01-01,33,2015-01-01,,100000037,EUR,2354.54,1978.6,375.94,N,I,I,I,I
300000733,33,2015-01-02,33,2015-01-02,,100000043,EUR,14575.12,12248,2327.12,R,R,X,I,I
300000734,33,2015-01-03,33,2015-01-03,,100000044,EUR,2218.14,1863.98,354.16,C,A,S,I,D
300000735,33,2015-01-04,33,2015-01-04,,100000036,EUR,4044.22,3398.5,645.72,X,R,X,I,I
300000736,33,2015-01-05,33,2015-01-05,,100000044,EUR,4250.63,3571.96,678.67,X,R,X,I,I
300000737,33,2015-01-06,33,2015-01-06,,100000038,EUR,960.33,807,153.33,P,I,C,I,I
300000738,33,2015-01-07,33,2015-01-07,,100000037,EUR,2432.84,2044.4,388.44,C,A,S,I,D
300000739,33,2015-01-08,33,2015-01-08,,100000037,EUR,1553.67,1305.6,248.07,N,I,I,I,I
300000740,33,2015-01-09,33,2015-01-09,,100000042,EUR,15709.19,13201,2508.19,C,A,S,I,D
300000741,33,2015-01-10,33,2015-01-10,,100000041,EUR,819.91,689,130.91,C,A,S,I,D
300000742,33,2015-01-11,33,2015-01-11,,100000036,EUR,808.84,679.7,129.14,C,A,S,I,D
300000743,33,2015-01-12,33,2015-01-12,,100000038,EUR,489.09,411,78.09,X,R,X,I,I
300000744,33,2015-01-13,33,2015-01-13,,100000043,EUR,15718.71,13209,2509.71,C,A,S,I,D
300000745,33,2015-01-14,33,2015-01-14,,100000044,EUR,9517.53,7997.91,1519.62,C,A,S,I,D
300000746,33,2015-01-15,33,2015-01-15,,100000036,EUR,744.71,625.8,118.91,P,A,S,I,I
300000747,33,2015-01-16,33,2015-01-16,,100000042,EUR,5030.13,4227,803.13,X,R,X,I,I
300000748,33,2015-01-17,33,2015-01-17,,100000037,EUR,1397.06,1174,223.06,R,R,X,I,I
300000749,33,2015-01-18,33,2015-01-18,,100000038,EUR,885.36,744,141.36,P,A,S,I,I
300000750,33,2015-01-19,33,2015-01-19,,100000000,EUR,13224.47,11113,2111.47,C,A,S,I,D
300000751,33,2015-01-20,33,2015-01-20,,100000002,EUR,12493.73,10498.94,1994.79,C,A,S,I,D
300000752,33,2015-01-21,33,2015-01-21,,100000005,EUR,11666.69,9803.94,1862.75,X,R,X,I,I
300000753,33,2015-01-22,33,2015-01-22,,100000006,EUR,16561.23,13917,2644.23,R,R,X,I,I
300000754,33,2015-01-23,33,2015-01-23,,100000006,EUR,12515.23,10517,1998.23,N,I,I,I,I
300000755,33,2015-01-24,33,2015-01-24,,100000008,EUR,8368.08,7032,1336.08,C,A,S,I,D
300000756,33,2015-01-25,33,2015-01-25,,100000003,EUR,6146.19,5164.87,981.32,R,R,X,I,I
300000757,33,2015-01-26,33,2015-01-26,,100000004,EUR,5720.31,4806.98,913.33,R,R,X,I,I
300000758,33,2015-01-27,33,2015-01-27,,100000009,EUR,4444.17,3734.6,709.57,C,A,S,I,D
300000759,33,2015-01-28,33,2015-01-28,,100000000,EUR,3453.38,2902,551.38,P,A,S,I,I
300000760,33,2015-01-29,33,2015-01-29,,100000002,EUR,8150.94,6849.53,1301.41,R,R,X,I,I
