PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000503,40,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-11-12
300000503,50,HT-1603,,JPY,2023,1700,323,1,EA,2015-01-23
300000504,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-09-21
300000504,20,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-06-23
300000504,30,HT-1603,,JPY,4046,3400,646,2,EA,2015-08-27
300000504,40,HT-1011,,JPY,2735.81,2299,436.81,1,EA,2015-06-25
300000504,50,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-05-15
300000505,10,HT-1601,,MXN,1071,900,171,1,EA,2015-10-09
300000505,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-07-01
300000505,30,HT-1106,,MXN,80.92,68,12.92,2,EA,2014-12-10
300000505,40,HT-1601,,MXN,3213,2700,513,3,EA,2015-09-19
300000505,50,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-01-19
300000505,60,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-11-28
300000505,70,HT-1601,,MXN,3213,2700,513,3,EA,2015-02-24
300000506,10,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2014-12-14
300000506,20,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2015-12-08
300000506,30,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-02-12
300000507,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-11-22
300000507,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-08-09
300000507,30,HT-2001,,USD,535.49,449.99,85.5,1,EA,2015-12-30
300000507,40,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-08-01
300000507,50,HT-1102,,USD,164.22,138,26.22,2,EA,2015-01-01
300000507,60,HT-2001,,USD,535.49,449.99,85.5,1,EA,2014-12-26
300000507,70,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-02-19
300000507,80,HT-1102,,USD,82.11,69,13.11,1,EA,2015-11-07
300000508,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-03-10
300000508,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-11-28
300000508,30,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-01-11
300000508,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-09-18
300000508,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-05-31
300000508,60,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-05-22
300000509,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-19
300000509,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-31
300000509,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-01-21
300000510,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-05-29
300000510,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-09-21
300000510,30,HT-1100,,USD,320.94,269.7,51.24,3,EA,2014-12-07
300000510,40,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-05-19
300000510,50,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-10-10
300000510,60,HT-1100,,USD,106.98,89.9,17.08,1,EA,2015-09-16
300000510,70,HT-2026,,USD,107.06,89.97,17.09,3,EA,2015-07-22
300000511,10,HT-1007,,USD,593.81,499,94.81,1,EA,2015-07-11
300000511,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-11-07
300000511,30,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,2015-09-27
300000511,40,HT-1007,,USD,593.81,499,94.81,1,EA,2015-10-21
300000512,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-03-26
300000512,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-30
300000512,30,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-07-30
300000512,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-06-28
300000512,50,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-01-18
300000512,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-06-01
300000512,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-05-16
300000512,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-01-22
300000512,90,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-02-10
300000513,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-02-23
300000513,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-12-30
300000513,30,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-05-26
300000513,40,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-07-03
300000513,50,HT-1603,,JPY,6069,5100,969,3,EA,2015-09-17
300000513,60,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-06-17
300000513,70,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-07-09
300000514,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-06-07
300000514,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-03-04
300000514,30,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-04-07
300000514,40,HT-1603,,JPY,2023,1700,323,1,EA,2015-02-08
300000514,50,HT-1011,,JPY,2735.81,2299,436.81,1,EA,2015-01-24
300000514,60,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-06-27
300000515,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-10-16
300000515,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-03-23
300000515,30,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-09-09
300000515,40,HT-1601,,MXN,3213,2700,513,3,EA,2015-10-22
300000515,50,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-08-10
300000515,60,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-10-29
300000515,70,HT-1601,,MXN,2142,1800,342,2,EA,2015-03-12
300000515,80,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-04-12
300000515,90,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-03-06
300000516,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-06-02
300000516,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-05-04
300000516,30,HT-1102,,USD,164.22,138,26.22,2,EA,2015-11-21
300000517,10,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2015-03-08
300000517,20,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-11-15
300000518,10,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-05-22
300000518,20,HT-2026,,USD,107.06,89.97,17.09,3,EA,2015-02-24
300000518,30,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-07-05
300000518,40,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-06-07
300000519,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-01-26
300000519,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-03-14
300000519,30,HT-1107,,ARS,106.74,89.7,17.04,3,EA,2015-05-26
300000519,40,HT-1600,,ARS,714,600,114,1,EA,2015-08-07
300000519,50,HT-1022,,ARS,731.85,615,116.85,3,EA,2015-04-07
300000519,60,HT-1107,,ARS,35.58,29.9,5.68,1,EA,2015-07-20
300000520,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-11-27
300000520,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-10
300000520,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-10-23
300000520,40,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-06-27
300000520,50,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-07-26
300000520,60,HT-1091,,EUR,30.94,26,4.94,1,EA,2015-12-13
300000520,70,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-03-26
300000520,80,HT-1000,,EUR,3412.92,2868,544.92,3,EA,2015-11-30
300000520,90,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-10-30
300000521,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-09-16
300000521,20,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-09-12
300000521,30,HT-1100,,USD,213.96,179.8,34.16,2,EA,2014-12-08
300000522,10,HT-1603,,JPY,6069,5100,969,3,EA,2015-11-25
300000522,20,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-03-29
300000523,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-03-18
300000523,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-01-28
300000523,30,HT-1021,,MXN,177.31,149,28.31,1,EA,2015-12-09
300000523,40,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-05-11
300000524,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-06-15
300000524,20,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-04-10
300000524,30,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-09-10
300000524,40,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-06-30
300000524,50,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-12-24
300000524,60,HT-1103,,EUR,91.63,77,14.63,1,EA,2014-12-29
300000524,70,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-12-12
300000525,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-08-28
300000525,20,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-09-11
300000525,30,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-12-31
300000525,40,HT-1003,,EUR,3927,3300,627,2,EA,2015-03-30
300000525,50,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-06-21
300000525,60,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-06-13
300000525,70,HT-1003,,EUR,3927,3300,627,2,EA,2015-04-18
300000525,80,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2014-12-14
300000525,90,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-07-05
300000525,100,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2015-07-01
300000526,10,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-10-04
300000526,20,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-02-13
300000526,30,HT-1003,,EUR,3927,3300,627,2,EA,2015-12-16
300000526,40,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-07-12
300000526,50,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-08-21
300000526,60,HT-1003,,EUR,3927,3300,627,2,EA,2015-08-25
300000526,70,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-06-23
300000526,80,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-03-16
300000526,90,HT-1003,,EUR,3927,3300,627,2,EA,2015-04-25
300000526,100,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-06-05
300000527,10,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-07-26
300000527,20,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-02-27
300000527,30,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-05-27
300000527,40,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-04-03
300000527,50,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-12-04
300000527,60,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-12-09
300000527,70,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-01-14
300000527,80,HT-1003,,EUR,3927,3300,627,2,EA,2014-12-05
300000528,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-12-03
300000528,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-10-07
300000528,30,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-11-07
300000528,40,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-02-17
300000528,50,HT-1601,,MXN,1071,900,171,1,EA,2015-09-01
300000529,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-04-29
300000529,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-12-11
300000529,30,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-07-09
300000529,40,HT-1007,,USD,593.81,499,94.81,1,EA,2015-12-25
300000529,50,HT-1102,,USD,246.33,207,39.33,3,EA,2015-12-13
300000530,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-04-04
300000530,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2014-12-25
300000530,30,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-09-15
300000530,40,HT-1603,,JPY,6069,5100,969,3,EA,2015-10-24
300000530,50,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-08-21
300000530,60,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-11-19
300000530,70,HT-1603,,JPY,6069,5100,969,3,EA,2015-07-17
300000531,10,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-03-09
300000531,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-09-16
300000531,30,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,2015-06-14
300000532,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-04-10
300000532,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-09-13
300000532,30,HT-1603,,JPY,2023,1700,323,1,EA,2015-12-12
300000532,40,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-09-22
300000532,50,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-02-21
300000532,60,HT-1603,,JPY,2023,1700,323,1,EA,2015-03-11
300000532,70,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-10-06
300000532,80,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-12-02
300000533,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-11-28
300000533,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-10-04
300000533,30,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-11-06
300000533,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-11-09
300000533,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-12-17
300000533,60,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-03-29
300000534,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-14
300000534,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-10-21
300000534,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-11-28
300000535,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-04-10
300000535,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-11-02
300000535,30,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-10-21
300000535,40,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-08-11
300000535,50,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-12-14
300000535,60,HT-1100,,USD,106.98,89.9,17.08,1,EA,2015-09-12
300000535,70,HT-2026,,USD,107.06,89.97,17.09,3,EA,2015-04-16
300000536,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-03-29
300000536,20,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-04-16
300000536,30,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-01-20
300000536,40,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-05-07
300000537,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-02-19
300000537,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-04-20
300000537,30,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-10-26
300000537,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-10-08
300000537,50,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-09-10
300000537,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2014-12-29
300000537,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-12-10
300000537,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-18
300000537,90,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-09-26
300000538,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-10-29
300000538,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-03-17
300000538,30,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-07-17
300000538,40,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-04-22
300000538,50,HT-1603,,JPY,6069,5100,969,3,EA,2015-03-22
300000538,60,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-08-14
300000538,70,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-07-10
300000539,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-06-12
300000539,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-04-17
300000539,30,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-05-20
300000539,40,HT-1603,,JPY,2023,1700,323,1,EA,2015-09-05
300000539,50,HT-1011,,JPY,2735.81,2299,436.81,1,EA,2015-06-07
300000539,60,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-05-07
300000540,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-03-14
300000540,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-11-05
300000540,30,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-09-26
300000540,40,HT-1601,,MXN,3213,2700,513,3,EA,2015-02-21
300000540,50,HT-1021,,MXN,354.62,298,56.62,2,EA,2014-12-25
300000540,60,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-08-19
300000540,70,HT-1601,,MXN,2142,1800,342,2,EA,2015-03-05
300000540,80,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-12-15
300000540,90,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-11-18
300000541,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-04-17
300000541,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-02-14
300000541,30,HT-1102,,USD,164.22,138,26.22,2,EA,2015-08-15
300000542,10,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-09-03
300000542,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-05-10
300000543,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-12-07
300000543,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-29
300000543,30,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2015-07-09
300000543,40,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-01-28
300000544,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-10-25
300000544,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-03-28
300000544,30,HT-1107,,ARS,106.74,89.7,17.04,3,EA,2015-04-03
300000544,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-06-07
300000544,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-02-13
300000545,10,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-09-22
300000545,20,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-17
300000545,30,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-06-13
300000545,40,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-11-18
300000545,50,HT-6100,,EUR,558.11,469,89.11,1,EA,2015-10-27
300000545,60,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-06-19
300000545,70,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-09-29
300000545,80,HT-6100,,EUR,1674.33,1407,267.33,3,EA,2015-07-30
300000545,90,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-01-03
300000546,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-05-23
300000546,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2014-12-18
300000546,30,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-03-26
300000547,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-03-27
300000547,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-02-28
300000548,10,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-10-12
300000548,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-06-07
300000548,30,HT-1603,,JPY,2023,1700,323,1,EA,2015-08-02
300000548,40,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2014-12-06
300000549,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-02-04
300000549,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-11
300000549,30,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-10-02
300000549,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-12-10
300000549,50,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2014-12-21
300000549,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-06-17
300000549,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-11-11
300000549,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-04-29
300000550,10,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-11-14
300000550,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-10-06
300000550,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-03-18
300000550,40,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2014-12-17
300000550,50,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-03-14
300000550,60,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-02
300000550,70,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-07-28
300000550,80,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-10-25
300000550,90,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-08-28
300000550,100,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-05-20
300000551,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-05-18
300000551,20,HT-1502,,EUR,29750,25000,4750,1,EA,2015-05-13
300000551,30,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-03-20
300000551,40,HT-1502,,EUR,59500,50000,9500,2,EA,2015-10-01
300000551,50,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-01-30
300000551,60,HT-1502,,EUR,59500,50000,9500,2,EA,2015-03-02
300000551,70,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-03-30
300000551,80,HT-1502,,EUR,89250,75000,14250,3,EA,2015-06-07
300000551,90,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-04-03
300000551,100,HT-1502,,EUR,89250,75000,14250,3,EA,2015-02-09
300000552,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-05-23
300000552,20,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-02-09
300000552,30,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-03-19
300000552,40,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-04-30
300000552,50,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-03-17
300000552,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-10-28
300000552,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-11-25
300000552,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-11-02
300000553,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-10-02
300000553,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-05-20
300000553,30,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-01-31
300000553,40,HT-1501,,JPY,17850,15000,2850,1,EA,2015-10-24
300000553,50,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-10
300000554,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-12-02
300000554,20,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-07-21
300000554,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-09-28
300000554,40,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-05-04
300000554,50,HT-1501,,JPY,53550,45000,8550,3,EA,2015-03-27
300000555,10,HT-1051,,USD,117.81,99,18.81,1,EA,2015-08-07
300000555,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-02-07
300000555,30,HT-1051,,USD,235.62,198,37.62,2,EA,2014-12-19
300000555,40,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-09-27
300000555,50,HT-1051,,USD,235.62,198,37.62,2,EA,2015-11-01
300000555,60,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-03-31
300000555,70,HT-1051,,USD,353.43,297,56.43,3,EA,2014-12-22
300000556,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-08-15
300000556,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-10-02
300000556,30,HT-1500,,EUR,17850,15000,2850,3,EA,2015-12-14
300000557,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-09-28
300000557,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-07-27
300000557,30,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-01-27
300000557,40,HT-1120,,EUR,618.8,520,98.8,2,EA,2015-07-12
300000557,50,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-11-08
300000557,60,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-11-17
300000557,70,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-01-30
300000557,80,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-10-18
300000558,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-06-05
300000558,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-01-02
300000558,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-04-23
300000558,40,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-04-24
300000558,50,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-06-16
300000558,60,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-03-26
300000559,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-17
300000559,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2014-12-23
300000559,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-11-28
300000560,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-08-30
300000560,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-03-10
300000560,30,HT-1502,,EUR,89250,75000,14250,3,EA,2015-05-03
300000560,40,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-02-12
300000560,50,HT-1502,,EUR,59500,50000,9500,2,EA,2015-01-08
300000560,60,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-03-28
300000560,70,HT-1502,,EUR,89250,75000,14250,3,EA,2015-07-15
300000561,10,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-05-01
300000561,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2014-12-07
300000561,30,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-04-01
300000561,40,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-01-07
300000562,10,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-06-24
300000562,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-06-02
300000562,30,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-06-02
300000562,40,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-01-25
300000562,50,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-08-18
300000562,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-03-20
300000562,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2015-09-13
300000562,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-12-24
300000562,90,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-06-24
300000563,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-11-21
300000563,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-02-07
300000563,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-12-05
300000563,40,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-04-01
300000563,50,HT-1501,,JPY,53550,45000,8550,3,EA,2015-01-11
